farmer_type,ndvi_5yr_avg,rainfall_mm,soil_npk_index,crop_price_inr,default_risk_label
Experienced,0.778,534.26,70.62,2749.81,1
Experienced,0.4675,384.62,63.59,2395.31,1
New_Farmer,0.0,821.6,76.79,2974.93,0
Experienced,0.49,183.08,84.3,2958.97,1
Experienced,0.4361,315.93,56.4,3085.95,1
Experienced,0.5752,1102.08,48.05,2244.59,0
New_Farmer,0.0,734.29,19.66,2574.85,1
New_Farmer,0.0,392.04,26.06,1755.17,1
Experienced,0.8407,581.94,94.76,2161.1,0
Experienced,0.6774,545.73,51.87,1503.53,0
New_Farmer,0.0,723.3,27.35,2518.35,1
Experienced,0.4958,789.53,77.3,2514.91,0
Experienced,0.6839,949.93,73.22,1811.25,0
Experienced,0.4621,679.62,58.42,2128.66,1
Experienced,0.8317,436.61,46.15,2008.24,1
Experienced,0.4121,333.22,82.07,2405.87,1
Experienced,0.6651,896.94,99.02,2777.04,0
Experienced,0.4907,367.12,54.9,925.78,1
New_Farmer,0.0,278.47,4.41,1766.89,1
Experienced,0.7392,992.44,71.6,1156.29,0
New_Farmer,0.0,1059.25,24.93,2470.49,1
Experienced,0.7096,964.4,90.53,1619.27,0
Experienced,0.5619,1050.62,74.48,2736.54,1
New_Farmer,0.0,474.38,49.69,2187.93,0
New_Farmer,0.0,933.92,37.6,2102.41,1
Experienced,0.7564,714.56,48.26,1617.57,0
Experienced,0.4484,549.44,31.76,1175.04,1
Experienced,0.867,431.22,64.57,2167.99,1
New_Farmer,0.0,467.52,39.59,2485.24,1
Experienced,0.6243,610.04,38.39,1372.33,1
New_Farmer,0.0,685.15,22.73,3520.32,1
Experienced,0.8086,631.08,90.88,3105.86,0
Experienced,0.8758,946.33,78.13,1698.19,0
Experienced,0.7272,1139.49,84.11,2050.08,0
New_Farmer,0.0,691.82,31.1,1582.66,0
New_Farmer,0.0,860.59,89.97,2365.56,1
New_Farmer,0.0,970.67,43.46,2104.22,1
Experienced,0.8484,646.07,65.39,3201.62,0
New_Farmer,0.0,580.07,31.82,1748.25,1
Experienced,0.633,1041.71,52.25,2332.29,1
Experienced,0.7467,749.14,61.24,2269.27,0
Experienced,0.4204,786.28,32.44,2632.68,1
Experienced,0.8013,973.63,60.78,3512.06,0
Experienced,0.7161,638.92,45.73,2163.24,1
New_Farmer,0.0,831.12,67.13,2493.98,0
New_Farmer,0.0,647.0,54.54,1882.4,1
Experienced,0.8707,751.2,77.2,2157.05,0
Experienced,0.5056,990.87,62.48,1706.42,0
Experienced,0.8873,910.27,81.05,3170.86,0
New_Farmer,0.0,643.05,29.06,2234.57,1
New_Farmer,0.0,234.61,31.94,3640.67,1
New_Farmer,0.0,529.46,70.6,2671.54,0
Experienced,0.7613,483.66,62.84,2367.94,1
Experienced,0.8677,701.2,61.0,1872.71,0
Experienced,0.7773,909.03,96.79,2753.27,0
Experienced,0.6731,787.06,75.84,2635.22,0
New_Farmer,0.0,868.57,53.3,2668.93,1
Experienced,0.8508,1213.17,74.49,3939.47,0
New_Farmer,0.0,269.08,48.97,2321.07,1
Experienced,0.7653,188.57,72.26,2506.08,1
Experienced,0.419,260.01,16.86,1654.2,1
New_Farmer,0.0,743.04,55.46,1591.48,1
Experienced,0.4281,780.61,73.6,2625.38,0
Experienced,0.753,769.98,69.22,2311.25,0
Experienced,0.8063,785.72,36.77,2133.28,0
New_Farmer,0.0,1028.61,47.14,1952.43,0
Experienced,0.433,992.08,65.49,2399.43,0
Experienced,0.5645,948.17,57.81,2140.35,0
Experienced,0.5284,627.2,31.77,1599.04,1
Experienced,0.7374,749.78,76.89,1818.17,0
Experienced,0.7826,344.08,68.59,2974.53,1
New_Farmer,0.0,496.66,30.96,2378.67,1
New_Farmer,0.0,547.58,47.47,2367.34,0
Experienced,0.6278,1094.84,44.43,2152.15,1
Experienced,0.6156,610.23,66.26,2183.0,0
New_Farmer,0.0,902.98,43.35,1888.51,1
New_Farmer,0.0,444.09,35.16,1340.72,1
Experienced,0.7637,721.73,53.46,1528.77,1
Experienced,0.9,773.25,42.98,2195.94,1
New_Farmer,0.0,849.71,59.84,1300.68,0
Experienced,0.7908,856.81,63.73,2443.79,1
Experienced,0.8508,698.68,43.76,1680.27,0
Experienced,0.5627,1272.12,67.55,1864.8,0
Experienced,0.8366,721.6,30.36,1722.62,0
Experienced,0.467,590.59,52.11,2746.28,1
Experienced,0.7817,632.39,40.89,2831.65,0
Experienced,0.8298,774.02,63.27,3799.03,0
Experienced,0.6769,548.53,59.1,2631.86,1
Experienced,0.6378,791.91,67.22,2575.07,1
Experienced,0.7583,776.5,50.92,2701.1,0
New_Farmer,0.0,603.84,23.52,2285.99,1
New_Farmer,0.0,749.18,63.67,2430.86,1
New_Farmer,0.0,783.68,33.83,1727.42,1
Experienced,0.5786,786.68,58.38,2372.57,0
New_Farmer,0.0,1233.97,49.53,2395.45,1
Experienced,0.5375,827.79,39.95,2218.05,0
New_Farmer,0.0,1066.29,37.71,1761.44,1
New_Farmer,0.0,979.41,60.99,2630.96,0
New_Farmer,0.0,832.42,63.12,1609.79,1
New_Farmer,0.0,729.34,45.63,2795.42,1
Experienced,0.7662,850.56,34.42,2729.13,0
Experienced,0.4085,651.63,51.67,3036.53,1
New_Farmer,0.0,164.05,36.47,1738.43,1
Experienced,0.7477,587.75,28.85,2065.8,1
New_Farmer,0.0,1093.27,31.37,2790.18,1
Experienced,0.7737,1075.29,68.19,2521.08,0
Experienced,0.586,359.44,79.95,2274.13,1
Experienced,0.6719,837.83,63.93,1829.47,0
New_Farmer,0.0,562.33,17.96,2072.6,1
Experienced,0.6949,850.3,43.24,1334.72,0
Experienced,0.5907,561.27,66.79,1351.79,1
New_Farmer,0.0,303.34,30.16,2304.48,1
Experienced,0.6004,421.66,37.04,1898.59,1
New_Farmer,0.0,1192.85,73.85,2022.81,1
Experienced,0.8244,793.11,82.6,2469.17,0
New_Farmer,0.0,1210.21,75.91,2187.84,0
Experienced,0.7051,713.28,73.03,1955.3,0
New_Farmer,0.0,789.14,31.84,2500.06,1
Experienced,0.4033,570.04,72.14,2822.81,0
New_Farmer,0.0,966.42,71.55,2245.39,0
New_Farmer,0.0,499.03,17.09,1714.32,1
Experienced,0.5025,442.08,71.24,1868.77,1
Experienced,0.64,1009.52,76.62,2583.8,0
Experienced,0.7032,1132.25,58.8,2596.01,0
Experienced,0.6,746.89,45.9,2455.96,0
New_Farmer,0.0,662.18,5.61,2045.9,1
New_Farmer,0.0,688.73,61.14,2494.26,0
Experienced,0.4689,853.09,56.84,1013.92,1
Experienced,0.8486,821.5,52.22,1856.69,1
Experienced,0.8847,784.21,43.03,2046.46,0
Experienced,0.4959,582.63,68.1,1531.78,1
Experienced,0.8725,1073.26,50.44,2022.28,0
New_Farmer,0.0,818.28,59.43,2252.68,0
Experienced,0.861,801.35,62.42,1324.03,0
Experienced,0.4389,1137.78,74.0,3250.86,1
New_Farmer,0.0,872.03,62.53,2181.55,0
Experienced,0.4928,685.65,83.33,2477.17,0
Experienced,0.6487,846.52,25.72,2361.14,0
New_Farmer,0.0,1106.9,46.18,2681.97,1
Experienced,0.527,801.12,47.1,2077.86,0
New_Farmer,0.0,779.0,37.83,2956.17,0
New_Farmer,0.0,437.75,48.87,2899.87,1
New_Farmer,0.0,485.4,41.1,1732.94,1
New_Farmer,0.0,1079.12,19.0,2505.86,1
New_Farmer,0.0,467.19,56.56,1710.99,0
New_Farmer,0.0,676.14,39.3,2073.75,1
Experienced,0.595,588.3,80.01,1792.18,1
New_Farmer,0.0,746.15,48.85,2278.32,1
New_Farmer,0.0,782.57,48.8,2927.68,1
Experienced,0.4657,746.29,78.03,2228.47,1
Experienced,0.8999,487.02,48.52,2803.39,1
Experienced,0.6387,1002.25,46.34,2376.41,1
New_Farmer,0.0,972.5,64.04,2199.28,0
Experienced,0.7231,769.5,32.95,2577.6,1
Experienced,0.7487,715.39,49.15,2641.27,1
New_Farmer,0.0,777.22,37.85,2505.28,1
New_Farmer,0.0,584.51,71.69,2363.86,0
New_Farmer,0.0,321.52,19.7,2374.43,1
Experienced,0.8172,792.78,66.37,2039.44,0
Experienced,0.6201,836.78,46.34,3084.15,0
Experienced,0.4102,973.64,66.01,2046.66,0
Experienced,0.559,551.98,30.73,3019.57,1
Experienced,0.4645,1023.2,70.33,2766.65,1
New_Farmer,0.0,962.08,32.7,2517.25,1
New_Farmer,0.0,473.64,38.05,2024.21,1
New_Farmer,0.0,906.49,54.13,2038.25,1
New_Farmer,0.0,401.4,66.26,1697.76,0
New_Farmer,0.0,976.9,56.22,1883.39,1
New_Farmer,0.0,783.29,89.14,1877.43,0
Experienced,0.6106,457.79,62.75,1917.88,1
New_Farmer,0.0,95.87,24.62,2810.67,1
Experienced,0.8818,693.43,39.67,1609.83,0
New_Farmer,0.0,824.7,66.11,1002.95,0
New_Farmer,0.0,573.87,50.88,1118.81,1
Experienced,0.667,529.38,35.21,1822.04,0
New_Farmer,0.0,789.11,6.11,2452.99,1
Experienced,0.7163,870.15,46.55,1003.15,1
Experienced,0.8529,646.62,40.31,1225.57,0
Experienced,0.8555,705.7,57.64,2735.46,1
Experienced,0.7921,1130.66,73.79,2051.84,0
New_Farmer,0.0,847.68,56.05,1908.8,0
Experienced,0.5772,1032.74,92.12,1440.99,0
Experienced,0.6579,564.85,57.17,1888.22,0
Experienced,0.5907,1098.3,63.17,2050.13,1
New_Farmer,0.0,1193.62,48.11,1353.73,1
New_Farmer,0.0,631.28,25.89,2415.59,1
New_Farmer,0.0,925.84,81.2,2307.51,0
New_Farmer,0.0,862.16,22.96,2915.47,1
Experienced,0.8574,442.42,41.39,2395.26,0
New_Farmer,0.0,600.81,61.17,2093.77,1
Experienced,0.6451,910.73,68.64,2264.44,0
Experienced,0.881,623.44,87.71,2079.25,0
New_Farmer,0.0,955.13,54.64,2306.8,0
Experienced,0.8434,280.3,37.5,1838.56,1
New_Farmer,0.0,1075.33,50.94,2626.96,1
Experienced,0.7344,230.28,25.39,1730.48,1
Experienced,0.5688,1170.09,95.28,2237.06,1
Experienced,0.5402,819.91,42.28,2025.33,1
Experienced,0.8714,942.74,67.84,2556.3,0
New_Farmer,0.0,600.36,5.16,2020.28,1
Experienced,0.8525,829.23,64.35,2081.98,0
Experienced,0.5987,514.48,79.78,2912.06,0
Experienced,0.6241,526.49,77.22,1894.38,0
New_Farmer,0.0,792.78,45.16,1424.23,1
Experienced,0.4778,685.38,65.7,3014.2,1
Experienced,0.5202,478.86,65.35,1523.99,1
New_Farmer,0.0,771.74,62.85,2116.54,0
Experienced,0.7868,550.21,48.11,2214.09,0
Experienced,0.753,1106.21,65.32,2349.98,1
New_Farmer,0.0,520.4,33.85,2840.93,1
New_Farmer,0.0,449.48,34.62,1877.32,1
Experienced,0.4394,986.02,39.93,2276.04,1
New_Farmer,0.0,555.39,68.72,1999.46,1
Experienced,0.6187,1013.87,53.0,2168.98,0
Experienced,0.4329,513.45,68.64,3085.56,0
Experienced,0.4231,527.4,53.77,2093.56,1
New_Farmer,0.0,647.37,60.1,1773.03,0
New_Farmer,0.0,901.12,75.22,1836.61,0
Experienced,0.6381,708.53,88.73,1734.41,0
Experienced,0.7545,576.28,51.57,2605.99,1
New_Farmer,0.0,85.54,43.89,1136.65,1
Experienced,0.5907,1318.61,73.0,2915.59,0
Experienced,0.8799,922.46,46.36,1695.35,0
New_Farmer,0.0,472.57,37.06,1578.47,0
New_Farmer,0.0,838.95,65.71,2599.35,0
Experienced,0.7376,620.46,62.57,1107.5,0
Experienced,0.4677,963.63,45.6,2199.42,1
Experienced,0.9,603.14,61.82,2001.26,0
Experienced,0.7709,639.46,60.15,2399.55,1
Experienced,0.7078,379.64,42.75,2572.17,1
Experienced,0.4635,1105.87,46.76,2413.41,1
New_Farmer,0.0,1233.56,58.8,1688.25,0
New_Farmer,0.0,773.04,39.56,1660.86,1
New_Farmer,0.0,604.11,24.45,2083.22,1
Experienced,0.838,1142.27,91.42,2541.83,0
Experienced,0.6412,1157.42,51.42,1685.92,0
New_Farmer,0.0,760.89,87.61,2355.43,0
New_Farmer,0.0,1090.38,59.6,2924.27,1
New_Farmer,0.0,949.6,41.84,2773.31,1
Experienced,0.4378,624.87,28.71,2234.32,0
New_Farmer,0.0,748.14,5.41,1827.27,1
Experienced,0.778,886.5,91.48,2128.08,0
Experienced,0.8261,775.77,79.45,1036.43,0
New_Farmer,0.0,797.99,27.07,1933.3,1
New_Farmer,0.0,1300.66,37.24,1692.19,1
Experienced,0.623,1030.87,54.95,1826.74,1
Experienced,0.4991,976.71,75.72,1853.03,1
Experienced,0.8534,956.84,41.17,2728.16,1
Experienced,0.724,642.66,68.73,2248.18,0
New_Farmer,0.0,1086.9,59.82,2054.21,1
New_Farmer,0.0,1267.5,56.01,2081.57,0
Experienced,0.7675,909.78,45.74,2736.25,0
Experienced,0.8213,716.4,81.04,2711.74,0
New_Farmer,0.0,713.14,26.0,2747.58,1
New_Farmer,0.0,875.35,55.67,2108.54,1
Experienced,0.6704,751.76,79.48,2151.52,0
New_Farmer,0.0,858.63,29.38,1690.95,1
New_Farmer,0.0,646.46,22.47,2543.09,1
New_Farmer,0.0,110.3,27.18,1952.06,1
Experienced,0.8186,1068.43,44.2,2150.37,1
New_Farmer,0.0,1213.79,42.81,2047.95,1
Experienced,0.6278,720.71,68.71,2037.11,0
Experienced,0.8912,882.75,49.1,2210.19,1
Experienced,0.5334,558.3,88.06,2666.92,1
Experienced,0.7987,393.66,78.28,2630.56,1
Experienced,0.5611,1145.14,45.34,2527.47,0
New_Farmer,0.0,783.94,40.23,2201.75,1
New_Farmer,0.0,913.14,64.69,2964.63,0
Experienced,0.6254,362.59,51.12,2414.64,1
New_Farmer,0.0,608.32,38.32,1923.36,1
New_Farmer,0.0,1140.31,62.69,2296.73,0
Experienced,0.839,814.32,73.77,2285.6,0
New_Farmer,0.0,964.16,47.73,2363.22,0
New_Farmer,0.0,542.29,52.51,1297.69,0
New_Farmer,0.0,891.67,34.6,1992.42,1
Experienced,0.4564,613.66,58.97,1470.92,0
Experienced,0.428,765.58,56.99,1307.13,1
New_Farmer,0.0,427.82,48.78,1036.1,1
Experienced,0.4222,1099.94,53.66,2232.91,1
New_Farmer,0.0,1243.52,67.42,1851.18,0
Experienced,0.4185,633.41,46.1,1632.31,0
Experienced,0.8534,1239.87,58.82,2542.78,0
New_Farmer,0.0,464.51,42.67,2432.78,0
Experienced,0.8984,1421.02,45.73,2619.79,0
Experienced,0.7055,829.27,51.77,1951.15,1
Experienced,0.7561,763.41,46.12,2895.56,0
New_Farmer,0.0,630.65,26.38,2674.81,1
New_Farmer,0.0,638.29,27.14,2659.57,1
New_Farmer,0.0,1040.43,35.97,1461.27,1
New_Farmer,0.0,1180.48,38.35,1733.69,1
New_Farmer,0.0,504.81,41.41,1640.83,1
Experienced,0.8547,1087.08,43.08,2400.7,1
Experienced,0.5903,445.59,71.76,3211.59,0
Experienced,0.46,648.58,41.69,1361.82,1
Experienced,0.818,911.48,54.23,2637.27,1
New_Farmer,0.0,102.16,25.51,2374.11,1
Experienced,0.5098,543.8,63.2,2213.01,0
Experienced,0.7137,893.3,43.25,2307.36,0
Experienced,0.5546,746.67,91.03,2547.49,1
New_Farmer,0.0,548.77,69.13,2211.53,1
Experienced,0.5335,752.07,67.34,1587.46,1
New_Farmer,0.0,974.17,69.26,1566.09,1
Experienced,0.4898,749.77,70.95,1888.4,1
New_Farmer,0.0,566.2,31.27,3123.49,1
Experienced,0.7935,687.47,65.84,2287.4,0
New_Farmer,0.0,534.56,46.62,2268.51,1
Experienced,0.8893,805.81,80.06,2466.98,0
Experienced,0.686,500.02,74.12,2003.53,1
Experienced,0.4011,934.48,81.28,2181.95,1
Experienced,0.5086,838.51,57.92,1548.43,1
New_Farmer,0.0,921.97,7.57,2048.63,1
Experienced,0.4139,1280.56,67.74,2216.4,0
New_Farmer,0.0,662.7,63.46,1958.27,1
Experienced,0.6484,933.36,51.62,1480.11,1
Experienced,0.6171,780.77,69.06,2916.53,0
New_Farmer,0.0,609.53,64.15,2645.84,0
Experienced,0.5683,750.98,65.41,2490.06,0
Experienced,0.8503,1035.94,62.19,1456.52,0
New_Farmer,0.0,745.85,42.42,2310.94,1
Experienced,0.4666,651.03,62.92,2836.65,0
New_Farmer,0.0,823.29,62.55,2418.62,1
New_Farmer,0.0,1185.96,62.41,2709.8,0
Experienced,0.5742,854.95,72.51,1733.56,1
New_Farmer,0.0,421.21,52.4,3040.88,0
New_Farmer,0.0,1139.98,60.77,2114.48,0
Experienced,0.8611,208.57,52.91,2396.1,1
New_Farmer,0.0,1095.25,27.39,3534.76,1
Experienced,0.4544,739.33,32.29,2513.24,1
Experienced,0.5112,1016.62,67.74,2302.95,0
Experienced,0.5784,883.96,62.2,2055.96,1
New_Farmer,0.0,671.18,58.29,2245.53,1
New_Farmer,0.0,484.8,58.28,2100.41,1
New_Farmer,0.0,298.32,4.77,1512.91,1
New_Farmer,0.0,508.64,61.42,2561.68,0
Experienced,0.5965,970.36,46.19,2090.93,0
Experienced,0.4675,646.17,71.09,2302.64,0
Experienced,0.8843,756.09,46.57,1322.78,1
New_Farmer,0.0,324.04,76.72,2255.37,0
Experienced,0.5233,1029.76,80.67,2587.58,0
Experienced,0.7849,558.82,35.52,2551.5,0
Experienced,0.8361,743.39,50.61,3043.81,1
Experienced,0.6175,439.08,68.52,2431.44,1
Experienced,0.4314,542.37,76.22,1772.02,1
Experienced,0.7773,953.57,63.09,1758.49,0
Experienced,0.4555,440.67,50.13,2188.4,1
New_Farmer,0.0,838.0,49.07,2527.11,1
Experienced,0.8891,260.49,84.97,1920.14,1
Experienced,0.7665,687.28,72.19,2596.29,0
New_Farmer,0.0,857.91,15.38,2415.41,1
New_Farmer,0.0,765.23,32.89,2392.59,1
New_Farmer,0.0,1039.45,27.85,1955.85,0
Experienced,0.467,854.54,42.91,1950.61,1
New_Farmer,0.0,774.27,66.58,1907.33,0
Experienced,0.6672,635.77,85.02,2414.81,0
Experienced,0.4742,1333.73,61.56,2087.28,0
Experienced,0.621,847.91,88.64,1961.79,0
Experienced,0.6271,512.91,75.71,2070.29,1
New_Farmer,0.0,1062.63,62.16,2386.28,0
Experienced,0.6865,737.29,63.87,1787.57,0
Experienced,0.6046,657.86,64.74,1437.62,1
New_Farmer,0.0,898.78,64.05,752.15,0
